Description,avg_price,total_quantity,num_transactions,num_customers,total_revenue,Cluster,Segment
BLUE GIANT GARDEN THERMOMETER,5.9835975609756105,427,162,125,2517.67,0,Budget
BLUE GLASS GEMS IN BAG,0.8436842105263158,427,19,11,291.25,0,Budget
BLUE HAPPY BIRTHDAY BUNTING,5.468033707865169,1950,355,228,10107.52,1,Trending
BLUE HARMONICA IN BOX,1.2807020872865273,7434,517,306,9222.63,3,Niche
BLUE HEART COMPACT MIRROR,2.4038461538461537,125,12,12,191.25,0,Budget
BLUE JUICY FRUIT PHOTO FRAME,2.55,82,29,23,209.1,0,Budget
BLUE KNITTED EGG COSY,0.75,150,25,24,83.46,0,Budget
BLUE KNITTED HEN,1.65,91,14,14,150.14999999999998,0,Budget
BLUE NEW BAROQUE CANDLESTICK CANDLE,1.5250000000000001,439,28,20,478.15,0,Budget
BLUE OWL SOFT TOY,2.946039603960396,489,98,62,1423.3500000000001,0,Budget
BLUE PAISLEY JOURNAL,2.6216393442622947,217,58,50,541.9699999999999,0,Budget
BLUE PAISLEY NOTEBOOK,1.6499999999999997,56,23,21,92.39999999999999,0,Budget
BLUE PAISLEY POCKET BOOK,0.85,292,50,44,248.2,0,Budget
BLUE PAISLEY SKETCHBOOK,3.8174545454545457,110,52,46,419.92,0,Budget
BLUE PAISLEY TISSUE BOX,0.505,668,88,75,312.34000000000003,0,Budget
BLUE PAPER PARASOL,2.9333333333333336,307,48,36,865.6500000000001,0,Budget
BLUE PARTY BAGS,2.0772222222222223,1451,108,69,2728.94,0,Budget
BLUE PATCH PURSE PINK HEART,1.6388888888888888,166,17,16,256.09999999999997,0,Budget
BLUE POLKADOT BEAKER,0.39,2812,78,63,1096.6799999999998,0,Budget
BLUE POLKADOT BOWL,1.2419026548672567,2729,223,149,3179.9,1,Trending
BLUE POLKADOT COFFEE MUG,0.5528571428571428,2047,62,50,830.8199999999999,0,Budget
BLUE POLKADOT CUP,0.8410958904109589,3156,215,149,2487.08,1,Trending
BLUE POLKADOT EGG CUP,0.5268181818181819,1016,44,43,445.26,0,Budget
BLUE POLKADOT GARDEN PARASOL,7.8088235294117645,148,51,40,1104.6,0,Budget
BLUE POLKADOT KIDS BAG,2.4486666666666665,228,29,20,456.35999999999996,0,Budget
BLUE POLKADOT LUGGAGE TAG,1.4180555555555554,150,33,26,194.76,0,Budget
BLUE POLKADOT PASSPORT COVER,1.4831428571428573,231,35,28,233.34,0,Budget
BLUE POLKADOT PLATE,1.672162162162162,2131,147,107,3359.47,1,Trending
BLUE POLKADOT WASHING UP GLOVES,2.1,367,115,91,770.7,0,Budget
BLUE POLKADOT WRAP,0.41694444444444445,6925,215,175,2808.5,1,Trending
BLUE POT PLANT CANDLE,3.114864864864865,263,37,35,794.45,0,Budget
BLUE PUDDING SPOON,0.15050847457627117,1010,58,48,132.29999999999998,0,Budget
BLUE REFECTORY CLOCK,9.87394366197183,162,70,56,1557.8999999999999,0,Budget
BLUE RETRO KITCHEN WALL CLOCK,8.15,35,17,16,285.25,0,Budget
BLUE ROSE FABRIC MIRROR,1.3036842105263158,409,37,34,488.59,0,Budget
BLUE ROUND COMPACT MIRROR,1.6666666666666667,88,11,11,122.5,0,Budget
BLUE SAVANNAH PICNIC HAMPER FOR 2,12.43235294117647,69,17,16,793.3499999999999,0,Budget
BLUE SCANDINAVIAN PAISLEY WRAP,0.42000000000000004,1000,39,36,420.0,0,Budget
BLUE SCOTTIE DOG W FLOWER PATTERN,2.55,134,25,21,341.7,0,Budget
BLUE SPOT CERAMIC DRAWER KNOB,1.300304054054054,4004,289,158,5028.5199999999995,1,Trending
BLUE STONES ON WIRE FOR CANDLE,0.0995,404,17,16,33.75,0,Budget
BLUE STRIPE CERAMIC DRAWER KNOB,1.3257650273224044,4969,351,167,6284.25,1,Trending
BLUE TABLE RUN FLOWER,1.25,45,11,11,56.25,0,Budget
BLUE TEA TOWEL CLASSIC DESIGN,1.2420833333333332,448,48,40,523.52,0,Budget
BLUE TV TRAY TABLE,3.1884615384615387,76,13,6,175.8,0,Budget
BLUE VICTORIAN FABRIC OVAL BOX,0.41617647058823526,811,34,29,293.82,0,Budget
BLUE VINTAGE SPOT BEAKER,0.8464634146341463,4901,164,125,4528.29,1,Trending
BLUE/CREAM STRIPE CUSHION COVER,1.2480808080808081,622,98,41,769.9,0,Budget
BLUE/YELLOW FLOWER DESIGN BIG MUG,0.65,31,12,12,16.77,0,Budget
BOHEMIAN COLLAGE STATIONERY SET,1.5112621359223302,471,102,80,675.53,0,Budget
BOOM BOX SPEAKER BOYS,5.010000000000001,176,54,40,760.5,0,Budget
BOOM BOX SPEAKER GIRLS,4.347727272727273,487,40,31,839.05,0,Budget
BOOZE & WOMEN GREETING CARD,0.41818181818181815,457,33,29,187.62,0,Budget
BOTANICAL GARDENS WALL CLOCK,24.16,259,80,70,5719.0,0,Budget
BOTANICAL LAVENDER BIRTHDAY CARD,0.47125,363,32,28,158.61,0,Budget
BOTANICAL LAVENDER GIFT WRAP,0.42,475,19,19,199.5,0,Budget
BOTANICAL LILY GREETING CARD,0.42,361,31,28,151.62,0,Budget
BOTANICAL ROSE GIFT WRAP,0.42,725,28,27,304.5,0,Budget
BOTANICAL ROSE GREETING CARD,0.42000000000000004,336,21,20,141.12,0,Budget
BOTTLE BAG RETROSPOT,1.9532380952380952,1038,105,83,1510.89,0,Budget
BOUDOIR SQUARE TISSUE BOX,0.669271523178808,1957,143,98,911.72,0,Budget
BOX OF 24 COCKTAIL PARASOLS,0.4308266666666667,6808,364,209,2810.67,1,Trending
BOX OF 6 ASSORTED COLOUR TEASPOONS,4.402876712328767,295,73,48,1267.99,0,Budget
BOX OF 6 CHRISTMAS CAKE DECORATIONS,3.710731707317073,1712,163,136,6155.04,1,Trending
BOX OF 6 MINI 50'S CRACKERS,2.4641732283464566,3539,365,300,8216.79,1,Trending
BOX OF 6 MINI VINTAGE CRACKERS,2.457151335311573,3647,329,270,8350.41,1,Trending
BOX OF 9 PEBBLE CANDLES,1.9462025316455696,453,77,56,853.35,0,Budget
BOX OF VINTAGE ALPHABET BLOCKS,11.122554112554113,1295,231,174,13035.66,1,Trending
BOX OF VINTAGE JIGSAW BLOCKS,5.8308144796380095,920,219,165,5031.570000000001,1,Trending
BOX/12 CHICK & EGG IN BASKET,1.9434999999999998,122,40,37,222.29999999999998,0,Budget
BOYS VINTAGE TIN SEASIDE BUCKET,2.552302158273381,1206,137,112,2921.72,0,Budget
BREAD BIN DINER STYLE IVORY,16.527947214076246,847,341,214,13131.89,1,Trending
BREAD BIN DINER STYLE MINT,16.272333333333332,304,118,79,4646.5599999999995,0,Budget
BREAD BIN DINER STYLE PINK,16.21544642857143,302,111,68,4598.349999999999,0,Budget
BREAD BIN DINER STYLE RED,16.34538152610442,626,249,158,9597.31,1,Trending
BRIGHT BLUES RIBBONS,1.25,539,102,85,673.75,0,Budget
BROCADE RING PURSE,0.3200956937799043,22963,206,136,5980.05,3,Niche
BROCANTE COAT RACK,9.81804347826087,205,46,33,1734.05,0,Budget
BROCANTE SHELF WITH HOOKS,10.726811594202898,155,69,64,1645.45,0,Budget
BROWN  PIRATE TREASURE CHEST,1.4238461538461538,220,37,26,240.77999999999997,0,Budget
BROWN CHECK CAT DOORSTOP,4.220744680851064,233,94,79,965.0,0,Budget
BUBBLEGUM RING ASSORTED,0.4292523364485981,11891,213,146,4894.83,1,Trending
BUFFALO BILL TREASURE BOOK BOX,2.265244755244755,1855,137,109,3768.57,1,Trending
BUFFALO BILL WALL ART,3.6886666666666668,246,15,15,845.22,0,Budget
BULL DOG BOTTLE OPENER,5.097939698492462,778,197,129,3749.5,1,Trending
BULL DOG BOTTLE TOP WALL CLOCK,8.184782608695652,185,69,60,1484.25,0,Budget
BUNDLE OF 3 ALPHABET EXERCISE BOOKS,1.654074074074074,3286,312,224,5225.219999999999,1,Trending
BUNDLE OF 3 RETRO NOTE BOOKS,1.6753968253968254,2116,240,178,3421.3999999999996,1,Trending
BUNDLE OF 3 SCHOOL EXERCISE BOOKS,1.6513333333333333,1678,179,145,2691.14,1,Trending
BUNNY DECORATION MAGIC GARDEN,0.8478688524590163,485,56,54,408.09,0,Budget
BUNNY EGG BOX,1.25,183,26,24,228.75,0,Budget
BUNNY EGG GARLAND,0.42,413,33,32,173.46,0,Budget
BUNNY WOODEN PAINTED WITH BIRD,0.6982978723404255,852,93,81,598.16,0,Budget
BUNNY WOODEN PAINTED WITH FLOWER,0.6703125,495,62,54,334.27,0,Budget
BUTTERFLIES STICKERS,0.9375,525,51,45,447.80999999999995,0,Budget
BUTTERFLY CROCHET FOOD COVER,3.8983999999999996,123,50,43,468.67,0,Budget
BUTTON BOX,1.9391803278688524,1072,118,73,2022.66,0,Budget
CABIN BAG VINTAGE PAISLEY,23.95,64,16,15,1279.2,0,Budget
CABIN BAG VINTAGE RETROSPOT,22.50897435897436,160,39,31,3012.4,0,Budget
CACTI T-LIGHT CANDLES,0.4194656488549618,5217,130,84,2078.66,1,Trending
CAKE PLATE LOVEBIRD PINK,4.096511627906977,315,42,34,902.85,0,Budget
CAKE PLATE LOVEBIRD WHITE,4.307046979865772,824,149,104,2599.2,0,Budget
CAKE STAND 3 TIER MAGIC GARDEN,12.525,308,88,67,3624.5999999999995,0,Budget
CAKE STAND LOVEBIRD 2 TIER PINK,9.121590909090909,124,44,37,964.4,0,Budget
CAKE STAND LOVEBIRD 2 TIER WHITE,8.418,214,74,64,1499.5,0,Budget
CAKE STAND VICTORIAN FILIGREE MED,6.435294117647059,74,17,16,466.95000000000005,0,Budget
CAKE STAND VICTORIAN FILIGREE SMALL,4.463157894736842,206,36,30,723.7,0,Budget
CAKE STAND WHITE TWO TIER LACE,7.41123595505618,330,89,71,2254.5,0,Budget
CAKES AND BOWS GIFT  TAPE,0.5036363636363637,1017,44,43,318.81,0,Budget
CAKES AND RABBITS DESIGN FLANNEL,0.85,57,10,7,48.449999999999996,0,Budget
CALENDAR FAMILY FAVOURITES,2.7590625,153,32,21,427.43,0,Budget
CALENDAR IN SEASON DESIGN,2.751304347826087,478,67,50,1225.49,0,Budget
CALENDAR PAPER CUT DESIGN,2.977053941908714,1768,234,162,5072.64,1,Trending
CAMOUFLAGE DESIGN TEDDY,2.4085714285714284,1630,35,17,3445.5000000000005,0,Budget
CAMOUFLAGE EAR MUFF HEADPHONES,5.587777777777777,40,17,12,221.35999999999999,0,Budget
CAMOUFLAGE LED TORCH,1.6816666666666664,2628,120,87,4278.12,1,Trending
CAMPHOR WOOD PORTOBELLO MUSHROOM,1.1425,147,23,22,163.11,0,Budget
CANDLE HOLDER SILVER MADELINE,1.7299999999999998,193,18,17,315.28999999999996,0,Budget
CANDLE PLATE LACE WHITE,2.3823809523809523,114,21,18,246.7,0,Budget
CANDLEHOLDER PINK HANGING HEART,2.941211267605634,2046,343,222,5771.780000000001,1,Trending
CANDY HEART HANGING DECORATION,0.48333333333333334,1265,41,30,631.71,0,Budget
CANDY SHOP  STICKER SHEET,0.85,175,20,19,148.75,0,Budget
CANDY SPOT EGG WARMER HARE,0.5947619047619048,451,20,20,227.49,0,Budget
CANDY SPOT EGG WARMER RABBIT,0.29258064516129034,502,30,29,122.94000000000001,0,Budget
CANDY SPOT HAND BAG,2.2738095238095237,188,20,18,385.27000000000004,0,Budget
CARAVAN SQUARE TISSUE BOX,0.6098496240601504,1405,122,96,707.63,0,Budget
CARD BILLBOARD FONT,0.42735735735735736,5038,332,223,2072.79,1,Trending
CARD BIRTHDAY COWBOY,0.4206451612903226,3367,155,125,1324.8899999999999,1,Trending
CARD CAT AND TREE,0.41886792452830185,1560,104,70,646.56,0,Budget
CARD CHRISTMAS VILLAGE,0.41926829268292676,3162,162,151,1319.4,1,Trending
CARD CIRCUS PARADE,0.4243255813953488,3088,214,167,1272.27,1,Trending
CARD DOG AND BALL,0.41931034482758617,1170,87,69,487.08,0,Budget
CARD DOLLY GIRL,0.43537037037037035,4319,213,141,1721.37,1,Trending
CARD GINGHAM ROSE,0.4215492957746479,2678,140,91,1073.74,0,Budget
CARD HOLDER GINGHAM HEART,2.9463503649635037,605,135,110,1732.4099999999999,0,Budget
CARD HOLDER LOVE BIRD LARGE,6.2156,220,75,70,1323.4,0,Budget
CARD HOLDER LOVE BIRD SMALL,4.122698412698413,320,63,61,1255.7600000000002,0,Budget
CARD I LOVE LONDON,0.4214193548387096,3309,149,109,1312.12,1,Trending
CARD MOTORBIKE SANTA,0.41833333333333333,3438,176,158,1420.2,1,Trending
CARD PARTY GAMES,0.41687499999999994,1581,95,75,633.78,0,Budget
CARD PSYCHEDELIC APPLES,0.4184210526315789,1810,113,79,747.24,0,Budget
CARD SUKI BIRTHDAY,0.4180952380952381,1858,126,79,763.08,0,Budget
CARD WEDDING DAY,0.4181632653061224,1506,98,78,615.24,0,Budget
CARDHOLDER GINGHAM CHRISTMAS TREE,3.7039682539682537,374,63,53,1250.84,0,Budget
CARDHOLDER GINGHAM STAR,3.1558620689655172,323,57,46,940.49,0,Budget
CARDHOLDER HOLLY WREATH METAL,3.926153846153846,506,91,79,1886.08,0,Budget
CAROUSEL DESIGN WASHBAG,1.9499999999999997,52,26,26,101.39999999999999,0,Budget
CAROUSEL PONIES BABY BIB,0.5853846153846154,33,12,10,14.37,0,Budget
CARRIAGE,50.13533834586466,134,133,29,6686.0,0,Budget
CARROT CHARLIE+LOLA COASTER SET,1.3353763440860216,426,91,63,547.24,0,Budget
CARTOON  PENCIL SHARPENERS,0.0732,3760,50,43,253.2,0,Budget
CAST IRON HOOK GARDEN FORK,2.57,513,14,12,1371.4299999999998,0,Budget
CAST IRON HOOK GARDEN TROWEL,2.529333333333333,375,15,12,962.73,0,Budget
CAT BOWL VINTAGE CREAM,3.247029702970297,431,101,76,1396.95,0,Budget
CERAMIC BIRDHOUSE CRESTED TIT SMALL,2.95,72,16,13,212.40000000000003,0,Budget
CERAMIC BOWL WITH LOVE HEART DESIGN,1.1427868852459016,559,52,43,603.89,0,Budget
CERAMIC BOWL WITH STRAWBERRY DESIGN,2.7180898876404496,544,81,56,1127.2,0,Budget
CERAMIC CAKE BOWL + HANGING CAKES,2.891747572815534,668,98,47,1841.0,0,Budget
CERAMIC CAKE DESIGN SPOTTED MUG,1.4825465838509317,1404,154,78,2043.0,0,Budget
CERAMIC CAKE DESIGN SPOTTED PLATE,1.483684210526316,757,76,51,1104.8899999999999,0,Budget
CERAMIC CAKE STAND + HANGING CAKES,9.75875816993464,562,152,106,5084.78,1,Trending
CERAMIC CHERRY CAKE MONEY BANK,1.3378947368421052,2052,188,146,2328.7799999999997,1,Trending
CERAMIC HEART FAIRY CAKE MONEY BANK,1.4058649789029536,1757,233,161,2255.93,1,Trending
CERAMIC LOVE HEART MONEY BANK,0.9299999999999999,721,36,34,429.84999999999997,0,Budget
CERAMIC PIRATE CHEST MONEY BANK,1.4425925925925924,800,106,78,1136.0,0,Budget
CERAMIC PLATE STRAWBERRY DESIGN,1.2457142857142858,578,56,46,648.18,0,Budget
CERAMIC STRAWBERRY CAKE MONEY BANK,1.3885915492957748,3927,279,185,4756.91,1,Trending
CERAMIC STRAWBERRY DESIGN MUG,1.3008496732026145,1749,142,85,1973.1699999999998,0,Budget
CERAMIC STRAWBERRY MONEY BOX,2.524468085106383,804,47,38,1859.3999999999999,0,Budget
CERAMIC STRAWBERRY TRINKET TRAY,2.55,55,12,11,140.25,0,Budget
CHAMBRE HOOK,1.16,123,18,18,155.06999999999996,0,Budget
CHARLIE & LOLA WASTEPAPER BIN BLUE,1.3283132530120483,657,81,60,805.75,0,Budget
CHARLIE & LOLA WASTEPAPER BIN FLORA,1.4042056074766356,977,106,84,1228.25,0,Budget
CHARLIE + LOLA BISCUITS TINS,2.873076923076923,455,51,38,967.25,0,Budget
CHARLIE + LOLA RED HOT WATER BOTTLE,2.647293233082707,654,130,106,1342.0000000000002,0,Budget
CHARLIE AND LOLA FIGURES TINS,2.3279527559055118,1404,126,96,2817.7999999999997,0,Budget
CHARLIE AND LOLA TABLE TINS,2.75,513,60,44,1048.35,0,Budget
CHARLIE LOLA BLUE HOT WATER BOTTLE,4.017368421052631,94,37,29,342.74,0,Budget
CHARLIE+LOLA MY ROOM DOOR SIGN,0.6845454545454546,362,64,58,205.98,0,Budget
CHARLIE+LOLA PINK HOT WATER BOTTLE,2.7440740740740743,449,105,78,1112.91,0,Budget
CHARLIE+LOLA RED HOT WATER BOTTLE,3.9132,174,49,34,499.78000000000003,0,Budget
"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",0.7483561643835616,607,72,62,313.78,0,Budget
CHARLOTTE BAG ALPHABET  DESIGN,0.838181818181818,400,22,22,320.5,0,Budget
CHARLOTTE BAG APPLES DESIGN,0.8429976580796252,7039,425,199,5632.15,1,Trending
CHARLOTTE BAG DOLLY GIRL DESIGN,0.8455300859598853,5085,343,172,4028.19,1,Trending
CHARLOTTE BAG PINK POLKADOT,0.8615090543259558,7306,487,220,5840.64,1,Trending
CHARLOTTE BAG SUKI DESIGN,0.8513021702838064,8975,585,249,7138.65,3,Niche
CHARLOTTE BAG VINTAGE ALPHABET,0.852782874617737,4752,323,192,3786.22,1,Trending
CHERRY BLOSSOM  DECORATIVE FLASK,3.7353061224489794,339,94,79,1253.97,0,Budget
CHERRY BLOSSOM DECORATIVE FLASK,3.7439999999999998,182,57,48,678.18,0,Budget
CHERRY BLOSSOM PASSPORT COVER,1.3172,134,25,19,122.78,0,Budget
CHERRY CROCHET FOOD COVER,3.8451282051282054,215,78,58,813.67,0,Budget
CHERUB HEART DECORATION GOLD,0.9328813559322033,719,59,44,620.4499999999999,0,Budget
CHERUB HEART DECORATION SILVER,0.9561428571428571,1297,69,46,1090.4299999999998,0,Budget
CHEST 7 DRAWER MA CAMPAGNE,24.575,34,24,21,821.3,0,Budget
CHEST NATURAL WOOD 20 DRAWERS,118.07692307692308,24,13,13,2745.0,0,Budget
CHEST OF DRAWERS GINGHAM HEART,17.080886075949365,146,79,63,2459.04,0,Budget
CHICK GREY HOT WATER BOTTLE,3.9062962962962966,1555,282,205,5810.37,1,Trending
CHILDREN'S APRON DOLLY GIRL,2.1263358778625956,1982,259,190,3986.88,1,Trending
CHILDREN'S CIRCUS PARADE MUG,1.6721428571428572,1192,110,81,1924.4799999999998,0,Budget
CHILDREN'S SPACEBOY MUG,1.6535164835164835,1691,178,137,2751.1099999999997,1,Trending
CHILDRENS APRON APPLES DESIGN,1.9468309859154929,2201,277,201,4120.85,1,Trending
CHILDRENS APRON SPACEBOY DESIGN,1.9839168490153172,3543,448,298,6572.49,1,Trending
CHILDRENS CUTLERY CIRCUS PARADE,4.164861111111112,963,143,116,3856.59,1,Trending
CHILDRENS CUTLERY DOLLY GIRL,4.142753623188407,1628,268,197,6554.6,1,Trending
CHILDRENS CUTLERY POLKADOT BLUE,4.119811320754717,2524,211,150,9831.4,1,Trending
CHILDRENS CUTLERY POLKADOT GREEN,4.1891566265060245,1688,166,114,6599.06,1,Trending
CHILDRENS CUTLERY POLKADOT PINK,4.172439024390244,3530,323,208,13796.6,1,Trending
CHILDRENS CUTLERY RETROSPOT RED,4.149827586206897,2492,229,157,9603.68,1,Trending
CHILDRENS CUTLERY SPACEBOY,4.151677018633541,1982,316,225,7974.38,1,Trending
CHILDRENS DOLLY GIRL MUG,1.6855555555555555,1523,157,126,2457.99,1,Trending
CHILDRENS GARDEN GLOVES BLUE,1.247121212121212,592,65,55,721.0,0,Budget
CHILDRENS GARDEN GLOVES PINK,1.246346153846154,458,52,42,553.5,0,Budget
CHILDRENS TOY COOKING UTENSIL SET,2.0708661417322833,680,122,95,1371.48,0,Budget
CHILDS BREAKFAST SET CIRCUS PARADE,8.425274725274726,565,182,141,4656.3,1,Trending
CHILDS BREAKFAST SET DOLLY GIRL,9.79065934065934,657,180,143,6063.0,1,Trending
CHILDS BREAKFAST SET SPACEBOY,9.71298076923077,731,203,155,6681.849999999999,1,Trending
CHILDS GARDEN BRUSH BLUE,2.0824561403508772,333,57,44,663.3000000000001,0,Budget
CHILDS GARDEN BRUSH PINK,2.0846153846153848,370,65,53,741.0000000000001,0,Budget
CHILDS GARDEN FORK BLUE,0.8489516129032257,923,120,100,759.59,0,Budget
CHILDS GARDEN FORK PINK,0.85,844,118,98,717.4,0,Budget
CHILDS GARDEN RAKE BLUE,2.0943181818181817,171,41,35,350.1,0,Budget
CHILDS GARDEN RAKE PINK,2.095689655172414,186,54,48,381.6,0,Budget
CHILDS GARDEN SPADE BLUE,2.0967105263157895,261,75,61,539.1,0,Budget
CHILDS GARDEN SPADE PINK,2.096031746031746,237,63,53,488.70000000000005,0,Budget
CHILDS GARDEN TROWEL BLUE,0.85,705,105,88,599.25,0,Budget
CHILDS GARDEN TROWEL PINK,0.85,607,94,81,515.9499999999999,0,Budget
CHINESE DRAGON PAPER LANTERNS,0.5113333333333333,5524,75,54,1870.7,0,Budget
CHOC TRUFFLE GOLD TRINKET POT,1.522549019607843,389,48,32,569.13,0,Budget
CHOCOLATE 1 WICK MORRIS BOX CANDLE,2.090222222222222,360,42,40,581.58,0,Budget
CHOCOLATE 3 WICK MORRIS BOX CANDLE,2.6136363636363638,558,43,38,820.5,0,Budget
CHOCOLATE BOX RIBBONS,1.2732377049180328,1580,227,161,1926.33,1,Trending
CHOCOLATE CALCULATOR,1.7306557377049179,785,115,83,1306.7299999999998,0,Budget
CHOCOLATE HOT WATER BOTTLE,4.873865546218488,5160,700,382,23624.24,3,Niche
CHOCOLATE THIS WAY METAL SIGN,2.140183727034121,3635,374,220,7208.52,1,Trending
CHRISTMAS CARD SCREEN PRINT,0.23674418604651162,1188,43,40,283.32,0,Budget
CHRISTMAS CARD SINGING ANGEL,0.42,372,25,24,156.24,0,Budget
CHRISTMAS CARD STACK OF PRESENTS,0.2602777777777778,816,36,35,196.44,0,Budget
CHRISTMAS CRAFT LITTLE FRIENDS,2.1472311212814645,3468,421,319,7128.1,1,Trending
CHRISTMAS CRAFT TREE TOP ANGEL,2.1459722222222224,2448,348,256,5025.580000000001,1,Trending
CHRISTMAS CRAFT WHITE FAIRY,1.4962462462462462,3073,321,259,4339.29,1,Trending
CHRISTMAS DECOUPAGE CANDLE,0.5966153846153847,1821,63,51,782.77,0,Budget
"CHRISTMAS GARLAND STARS,TREES",3.6363636363636362,100,21,21,370.0,0,Budget
CHRISTMAS GINGHAM HEART,0.8456666666666667,552,30,29,450.47999999999996,0,Budget
CHRISTMAS GINGHAM STAR,0.9085915492957746,2049,138,106,1736.9699999999998,0,Budget
CHRISTMAS GINGHAM TREE,0.9222222222222223,1744,125,93,1480.06,0,Budget
CHRISTMAS HANGING HEART WITH BELL,1.25,219,17,16,273.75,0,Budget
CHRISTMAS HANGING SNOWFLAKE,1.1129545454545455,486,44,39,421.02000000000004,0,Budget
CHRISTMAS HANGING STAR WITH BELL,0.5667724867724868,5305,173,129,2443.0699999999997,1,Trending
CHRISTMAS HANGING TREE WITH BELL,0.7438461538461538,1859,85,72,995.3,0,Budget
CHRISTMAS LIGHTS 10 REINDEER,8.447647058823529,1572,253,205,12150.0,1,Trending
CHRISTMAS LIGHTS 10 SANTAS,7.445833333333334,581,131,111,4108.75,0,Budget
CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,4.970372670807453,1280,159,128,5968.9800000000005,1,Trending
CHRISTMAS METAL POSTCARD WITH BELLS,0.519,2704,57,50,1125.94,0,Budget
CHRISTMAS METAL TAGS ASSORTED,0.8919285714285715,2863,136,118,2401.0299999999997,1,Trending
CHRISTMAS MUSICAL ZINC STAR,0.47901408450704225,1489,70,58,528.2099999999999,0,Budget
CHRISTMAS MUSICAL ZINC TREE,0.4681481481481481,815,51,42,291.33,0,Budget
CHRISTMAS PUDDING TRINKET POT,0.6127932960893855,6440,164,132,2892.02,1,Trending
CHRISTMAS RETROSPOT ANGEL WOOD,0.8981168831168831,2238,150,121,1827.4199999999998,1,Trending
CHRISTMAS RETROSPOT HEART WOOD,0.85,110,10,10,93.5,0,Budget
CHRISTMAS RETROSPOT STAR WOOD,0.8921379310344827,1540,143,120,1303.54,0,Budget
CHRISTMAS RETROSPOT TREE WOOD,0.8896946564885496,1295,125,111,1089.83,0,Budget
CHRISTMAS STAR WISH LIST CHALKBOARD,1.1660833333333334,3290,234,196,3567.7,1,Trending
CHRISTMAS TABLE SILVER CANDLE SPIKE,0.8367532467532467,1606,74,68,1303.54,0,Budget
CHRISTMAS TOILET ROLL,1.3019565217391305,3176,163,115,3680.05,1,Trending
CHRISTMAS TREE DECORATION WITH BELL,0.42,457,22,22,191.94,0,Budget
CHRISTMAS TREE HANGING GOLD,0.9616666666666667,776,64,49,690.64,0,Budget
CHRISTMAS TREE HANGING SILVER,0.9427142857142856,747,67,51,671.77,0,Budget
CHRISTMAS TREE HEART DECORATION,0.42,1000,46,45,420.0,0,Budget
CHRISTMAS TREE PAINTED ZINC,0.26854545454545453,2283,51,44,569.2900000000001,0,Budget
CHRISTMAS TREE STAR DECORATION,0.42,1138,49,46,477.96,0,Budget
CHRYSANTHEMUM  JOURNAL,2.636071428571429,71,27,21,183.45999999999998,0,Budget
CHRYSANTHEMUM NOTEBOOK,1.65,95,36,32,156.75,0,Budget
CHRYSANTHEMUM POCKET BOOK,0.85,64,20,17,54.4,0,Budget
CHRYSANTHEMUM SKETCHBOOK,3.96,96,51,45,374.84,0,Budget
CHUNKY SILVER NECKLACE PASTEL FLOWE,9.95,21,12,10,208.95,0,Budget
CINAMMON & ORANGE WREATH,6.701515151515152,101,31,27,654.55,0,Budget
CINAMMON SET OF 9 T-LIGHTS,0.8898198198198198,798,108,74,672.06,0,Budget
CINDERELLA CHANDELIER,43.01136363636363,220,22,20,3617.6000000000004,0,Budget
CINNAMON SCENTED VOTIVE CANDLE,0.27736842105263154,1264,38,30,326.23999999999995,0,Budget
CIRCUS PARADE BABY GIFT SET,16.47808988764045,285,89,73,4444.75,0,Budget
CIRCUS PARADE CHILDRENS EGG CUP,1.2604310344827587,1047,112,77,1313.59,0,Budget
CIRCUS PARADE LUNCH BOX,1.94,3375,256,168,6122.629999999999,1,Trending
CITRONELLA CANDLE FLOWERPOT,2.098076923076923,701,125,103,1448.1000000000001,0,Budget
CITRONELLA CANDLE GARDEN POT,1.25,1085,126,106,1356.25,0,Budget
CITRUS GARLAND FELT FLOWERS,1.95,60,14,14,117.0,0,Budget
CLAM SHELL SMALL,1.9771875,206,30,25,384.13000000000005,0,Budget
CLASSIC BICYCLE CLIPS,1.4406451612903224,1591,86,77,2205.95,0,Budget
CLASSIC CAFE SUGAR DISPENSER,1.2298578199052133,2634,208,132,3038.35,1,Trending
CLASSIC CHROME BICYCLE BELL,1.4394350282485875,2454,170,149,3435.7,1,Trending
CLASSIC FRENCH STYLE BASKET BROWN,4.293582089552239,296,66,57,1240.44,0,Budget
CLASSIC FRENCH STYLE BASKET GREEN,4.59,331,70,58,1388.65,0,Budget
CLASSIC FRENCH STYLE BASKET NATURAL,4.395913978494623,501,93,79,2064.4700000000003,0,Budget
CLASSIC GLASS COOKIE JAR,4.114940239043825,1334,248,191,5358.5,1,Trending
CLASSIC GLASS SWEET JAR,4.092857142857143,119,14,14,479.45000000000005,0,Budget
CLASSIC METAL BIRDCAGE PLANT HOLDER,12.191704545454545,928,260,179,10161.41,1,Trending
CLASSIC SUGAR DISPENSER,1.1975,216,12,12,247.32,0,Budget
CLASSIC WHITE FRAME,2.95,55,15,15,162.25,0,Budget
CLASSICAL ROSE SMALL VASE,2.1599999999999997,138,10,10,227.1,0,Budget
CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,1.2448502994011976,5753,321,168,6923.17,1,Trending
CLOCK MAGNET MUM'S KITCHEN,2.9330000000000003,304,40,36,837.88,0,Budget
